label,t,h
0,الصحف البريطانية الصادرة صباح الأربعا تركز على زيارة الرئيس الأمريكي إلى بريطانيا و عرض أوباما و كامرون تقديم مساعدات إلى مصر و تونس و معالجة الاتحاد الأوروبي ل موضوع الهجرة غير الشرعية ,أوباما و كامرون يعرضان مساعدات مالية على مصر و تونس 
0,ازمة اللاجئين السوررين الى تركيا و تداعيات ذلك على علويي تركيا و توتر يسود اقليم الاسكندرونة او زيادة حادة في المشاعر المعادية ل لزعيم الليبي في العاصمة طرابلس ,الصحف البريطانية  الازمة السورية تنتقل الى تركيا 
1,تقرير معهد أوكلاند يكشف النقاب عن ظاهرة استحواذ رؤوس أموال أجنبية على أراض في دول افريقية ب غرض الانتاج الزراعي  و ما نجم عن ه من تشريد المزارعين ,الكشف عن ظاهرة الاستحواذ على أراض في افريقيا ل لانتاج الزراعي 
0,شارك العديد من النسا و الرجال السبت في مسيرة في العاصمة البريطانية لندن ل لتنديد ب اغتصاب النسا  حسب ما اعلن منظمو الحدث ,حوالي 5 آلاف شخص في مسيرة ضد الاغتصاب في لندن 
0,نقابات في اليونان تعلن إضرابا عاما في البلاد  و ذلك عشية اجتماع البرلمان اليوناني ل مناقشة تدابير التقشف الجديدة ,اليونانيون يعلنون إضرابا عاما و البرلمان يناقش إجراات التقشف التي تتطلب ها حزمة المساعدات الأوروبية 
0,بينما يستمر القتل في ليبيا  و مع استمرار قصف الناتو ل أهداف في طرابلس  يناقش دبلوماسيون مستقبل ليبيا بعد القذافي  و أوكامبو يحقق في مزاعم عن ضلوع القذافي في جرائم اغتصاب ,انهيار نظام القذافي أمر حتمي 
0,الغارديان تنشر تقريرا ل مراسل ها في حمص  يتحدث عن ما اصبح ب مثابة يوميات الاحتجاج و التحدي و مقاومة النظام في سورية  الذي صار أو اوشك ان يكون شأنا يوميا ,صحف بريطانية  المعارضة في سورية تنظم نفس ها 
0,وزير الدفاع الأمريكي يقول إن ه من المرجح أن تطلب الحكومة العراقية تأجيل انسحاب القوات الأمريكية ب سبب الوضع الأمني ,ليون بانيتا يرجح طلب حكومة المالكي تأخير انسحاب القوات الأمريكية 
1,مقتل 9 اشخاص في هجوم نفذ ه مسلحون مجهولون على حفل زفاف في افغانستان ,مسلحون يقتلون 9 ب حفل زفاف ب افغانستان 
0,قدم احد الاعضا استقالت ه من مجلس النواب في الكونغرس الأمريكي بعد افتضاح أمر صور جنسية ل ه نشر ها على الإنترنت ,أنثو ني و ينر يستقيل ب سبب فضيحة جنسية 
1,ب سبب الأوضاع الأمنية المتدهورة في اليمن تستضيف أستراليا مباراتي الذهاب و الإياب مع المنتخب اليمني في كرة القدم ضمن التصفيات المؤهلة ل أوليمبياد لندن العام القادم ,استراليا تستضيف مبارتي الذهاب و الإياب مع اليمن في التصفيات الأوليمبية 
0,رئيس الوزرا التركي حرص في خطاب النصر الذي ألقا ه عقب فوز ه ب تشكيل الحكومة الجديدة  حرص على إبراز فكرة أن إعادة انتخاب ه ليست نصرا ل ه و ل حزب ه ف حسب  بل ل لأمة التركية ب أسر ها ,تركيا بعد الإنتخابات  تحديات تواجه رجب طيب إردوغان في فترة ولايت ه الثالثة 
0,حظيت تغطية الاوضاع في سورية ب حضور واضح في صحف الاثنين البريطانية الصادرة و التي ركزت على الازمة الانسانية في ها و فرار آلاف اللاجئين السوريين الى تركيا ,الغارديان  رجل امريكي كان ورا تلفيق حكاية اعتقال مدونة مثلية سورية 
1,الرئيس الافغاني حامد كرزا ي يجري محادثات في باكستان تركز  على الأرجح  على مضاعفة الجهد ل لتفاوض مع حركة طالبان  من أجل التوصل الى اتفاق سلام ,كرزا ي في باكستان ل بحث التفاوض مع طالبان 
1,المحكمة الإدارية المصرية تغرم الرئيس المصري السابق حسني مبارك  و مسؤولين سابقين  أكثر من 90 مليون دولار  بعد ادانت هم ب قطع خدمات الانترنت و الهاتف المحمول خلال ثورة يناير المصرية ,ت غريم مبارك و مسؤولين سابقين أكثر من 90 مليون دولار ل قطع هم خدمات الهاتف 
1,الرئيس السوداني عمر حسن البشير يقول إن ه لن يسحب القوات الحكومية من المناطق التي سيطرت علي ها في اقليم ابيي المتنازع علي ه مع الجنوب ,البشير يرفض سحب قوات ه من ابيي 
1,تظاهرات جمعة العشائر تسفر عن مقتل 28 على الاقل ب رصاص الامن و الجيش السوري  و اتهامات ل لحكومة ب انتهاج سياسة الارض المحروقة  و ادانات تركية ,سورية  28 قتيلا و اتهامات ل لحكومة ب سياسة الارض المحروقة 
1,المقترح الذي طرح ه نائب جمهوري امريكي اثنا زيارت ه بغداد ب أن يرد العراقيون الاموال التي انفقت ها الولايات المتحدة الامريكية في غزو و احتلال بلاد هم يثير غضبا شديدا في الاوساط السياسية العراقية ,غضب في العراق على مقترح نائب امريكي ب أن يرد العراقيون الاموال التي انفقت ها امريكا في غزو ها ل بلاد هم 
0,اشتباكات عنيفة بين قوات المعارضة و ك تائب القذافي في مدينة الزاوية تؤدي الى قطع الطريق الرئيسي المؤدي من العاصمة الليبية طرابلس الى تونس ,ليبيا  اشتباكات في الزاوية و تجدد القصف في طرابلس 
0,اختلاف وجهات النظر حول ممارسات المجلس العسكري الحاكم في مصر ,تصاعد الانتقادات ل قرارات المجلس العسكري في مصر 
1,كشفت شركة آبل خدمة آي كلاود التي طال انتظار ها  و ذلك في المؤتمر السنوي ل خبرا التطوير التقني ,آبل تكشف عن خدمة آي كلاود 
1,تفيد تقارير إعلامية ب مطابقة الحامض النووي ل رئيس الصندوق الدولي السابق ب ذلك الذي وجد على زي عاملة فندق اتهمت ه ب التحرش ب ها جنسيا و ذلك نقلا عن مصادر لم تسم ها ,تقارير تؤكد مطابقة فحص الحامض النووي ل رئيس الصندوق الدولي السابق 
0,محكمة هولندية تبرأ سياسي هولندي من تهمة إثارة الكراهية و التمييز ضد المسلمين و ضد المغاربة ب وجه خاص ,هولندا  تبرئة خيرت فيلدرز من تهمة اثارة الكراهية ضد المسلمين 
1,مقتل ثلاثة نشطا فلسطينيين ب إنفجار في معسكر تدريب ل لجان المقاومة الشعبية في رفح جنوب غزة  و الجيش الإسرائيلي يشن حملة ل اعتقال عناصر في الجهاد الإسلامي ب الضفة الغربية ,غزة  مقتل ثلاثة نشطا فلسطينين في انفجار ب معسكر تدريب 
1,القوات الموالية ل لزعيم الليبي معمر القذافي تقصف ب الصواريخ بلدة اجدابيا التي يسيطر علي ها المعارضون شرق البلاد ,قوات القذافي تقصف بلدة اجدابيا في الشرق 
0,بينما كان رئيس الوزرا البريطاني يقوم ب جولة تفقدية في مستشفى في لندن  فوجئ هو و طاقم تصوير ه ب ثورة عارمة ل لطبيب المسؤول الذي أبدى اعتراض ه على زي المصورين و طلب خروج هم من الغرفة على الفور ,طبيب يطرد رئيس الوزرا البريطاني 
1,ابرز نجوم هوليوود في ضيافة الممثلة و مقدمة البرامج الامريكية الشهيرة اوبرا و ينفري  التي تسدل الستار على برنامج ها الحواري الذائع  بعد نحو ربع قرن  الاسبوع المقبل ,اوبرا و ينفري ت سدل الستار على برنامج ها الشهير بعد 25 عاما 
1,توصل علما استراليون إلى طريقة جديدة ل لحصول على آثار بصمات من الأدلة القديمة صالحة ل أغراض التحقيق الجنائي ,تقنية جديدة ل لتعرف على آثار البصمات 
1,إحالة الرئيس المصري السابق حسني مبارك و نجلي ه جمال و علا إلي المحاكمة الجنائية ب تهم القتل العمد و الشروع في قتل بعض المتظاهرين و استغلال النفوذ و الاضرار العمدي ب المال العام ,إحالة مبارك و نجلي ه إلى محكمة الجنايات 
0,تظاهرات و احتجاجات في عدد من المدن السورية بين ها دمشق و حماة و الحسكة و القامشلي و درعا و حمص ,سورية  قتيلان في جمعة العشائر و تظاهرات في مختلف أنحا البلاد 
0,الوكالة الدولية ل لطاقة الذرية ترجح أن الموقع الذي قصفت ه إسرائيل في شهر أيلول عام 2007 كان مفاعلا نوويا ,وكالة الطاقة الذرية  الموقع الذي قصفت ه إسرائيل في سورية كان مفاعلا نوويا 
1,قال متحدث ب اسم الخارجية التركية إن أنجلي نا جولي ستزور مخيمات اللاجئين السوريين الذين فروا إلى الأراضي التركية هربا من الأوضاع المضطربة في سورية ,انجلينا جولي تعتزم زيارة اللاجئين السوريين في تركيا 
0,تأجيج الصراع في اليمن ب سبب استهداف رئيس ه  و إعادة سباق الفوميولا و ان إلى حلبة البحرين رغم عدم استقرار الأوضاع في ها و التخوف في إسرائيل من ضرب إيران  في الصحف البريطانية السبت ,الفاينانشيال تايمز  الرئيس اليمني نال ب الهجوم علي ه ما تمنا ه 
1,رئيس الوزرا الإسرائيلي بنيامين نتنياهو أعلن أن إسرائيل متمسكة ب القدس عاصمة أبدية ل ها و أن المدينة لن تقسم أبدا تصريح نتنياهو جا أثنا احتفالات اسرائيل ب ما يعرف ب يوم القدس الذي يصادف استيلا القوات الإسرائيلية على الشطر الشرقي من المدينة قبل 44 عاما ,في يوم القدس  نتانياهو يؤكد تمسك إسرائيل ب القدس عاصمة موحدة و أبدي ة ل ها 
0,الستار يسدل السبت على موسم المنافسات الاوروبية ل كرة القدم ب قمة نهائي دوري الابطال بين فريقي مانشستر يونايتد الانجليزي و برشلونة الاسباني في استاد و يمبلي ب لندن ,نهائي دوري الأبطال  فوز برشلونة على مانشستر يونايتد 
1,الأمم المتحدة تقول إن أربع مروحيات تابعة ل بعثت ها في السودان تعرضت ل اطلاق نيران في منطقة أبيي المتنازع علي ها  و التي تشهد توتر مطردا بعد الاشتباكات بين قوات من شمال السودان و جنوب ه في ها ,السودان  إطلاق النيران على مروحيات الأمم المتحدة في أبيي 
0,القا القبض على اربعة مستوطنين ل اخلال هم ب النظام العام و الشرطة تقول ان من بين هم صبيا احرق عقارا فلسطينيا في الضفة ,الشرطة الاسرائيلية تعتقل اربعة مستوطنين في الضفة الغربية 
0,مسؤولون هنود يقولون إن هيجان فيلين تسبب في مقتل شخص على الأقل و انتشار الرعب بين السكان ,ف يلان هائجان يعيثان فسادا في مدينة ب جنوب البلاد 
0,صحيفة نيويورك تايمز الصادرة الخميس تنقل عن مسؤولين امريكيين قول هم ان ادارة الرئيس الامريكي باراك اوباما كثفت من وتيرة حرب ها السرية في اليمن في الاسابيع الاخيرة ,نيويورك تايمز  الامريكيون يكثفون غارات هم في اليمن ضد القاعدة 
0,الاعتراف الذي أدلى ب ه أحد الضباط المصريين ل سي أن أن أخرج الجني من القمقم ك ما تقول منى الطحاوي  في مقال ها في صحيفة الغارديان حول الاضطهاد الجنسي الذي ما زالت النسا في مصر يتعرضن ل ه ,الغارديان  فحص العذرية و ثورة مصر القادمة 
1,تنظيم القاعدة يصدر بيانا يعين في ه أيمن الظواهري زعيما ل تنظيم القاعدة خلفا ل أسامة بن لادن  الذي قتلت ه قوات أمريكية في عملية خاصة في الثاني من أيار الماضي ,تعيين أيمن الظواهري قائدا ل تنظيم القاعدة خلفا ل بن لادن 
1,إلغا عدد من الرحلات الجوية من نيوزيلندا و تسمانيا بعد وصول رماد البركان الذي ثار في تشيلي إلي هما ,نيوزيلندا تلغي رحلات جوية ب سبب رماد بركان تشيلي 
0,مراسلو وسائل الاعلام الاجنبية العاملين في ليبيا يعملون في ظل رقابة شديدة و قيود كبيرة و رغم تعرض ليبيا ل اكثر من 10 الاف غارة ف ان الصحفي الاجنبي يجد صعوبة كبيرة ل لتمييز ما بين الحقيقة و الدعاية فيما يجري في ليبيا ,حرية الاعلام في ليبيا  الطفلة حنين مثالا 
1,السلطات الأمريكية تحتجز امرأة و تستجوبتها ل لاشتباه في قيام ها ب محاولة بيع صخرة من القمر في مقابل 17 مليون دولار أمريكي في ولاية كاليفورنيا ,استجواب أمريكية حاولت بيع صخرة من القمر مقابل 17 مليون دولار 
0,أفرجت السلطات الصينية الأربعا عن نحات و ناشط السياسي ب كفالة حسب ما ذكرت تقارير إعلامية حكومية ,الصين  الإفراج عن إي وي وي ب كفالة 
0,لا تزال الصحف البريطانية تفرد جانبا من صفحات الرأي و الأخبار ل مجريات الأحداث التي يشهد ها عدد من الدول العربية فيما بات يعرف ب الربيع العربي  لكن تراجع التركيز في صحف الاثنين على الملفين الليبي و السوري ل ينشغل ب الشأن اليمني ,الاندبندنت  فر الطاغية لكن خطر الحرب الأهلية لا يزال قائما 
1,تشهد الساحة السياسية في مصر جدلا واسعا حول المسار السياسي الاخوان المسلمون و السلفيون يطالبون ب اجرا الانتخابات اولا  فيما تطالب الاحزاب الليبرالية ب تعديل الدستور اولا و تأجيل الانتخابات ,انقسام بين الاسلاميين و الليبراليين في مصر 
0,نائب رئيس الوزرا العراقي يقول إن العراق سيظل ب حاجة الى العون العسكري ل لدفاع عن سمائ ه و مياه ه و منشآت ه النفطية ,حسين الشهرستاني يقول إن بلاد ه ستظل ب حاجة الى عون عسكري امريكي 
0,مصر تفتح معبر رفح مع قطاع غزة أمام النسا و الأطفال و الرجال فوق سن الأربعين بينما يتطلب حصول الرجال ما بين سن الثامنة عشرة و الأربعين على تصريح خاص ل اجتياز ه ,مصر تفتح معبر رفح بعد اربع سنوات من الاغلاق و انزعاج اسرائيلي 
0,تجددت الاشتباكات المسلحة الأربعا بين شمال السودان و جنوب ه في منطقة أبيي الحدودية المتنازع علي ها  و واشنطن و الأمم المتحدة قلقتان من تواصل الاشتباكات ب ولاية جنوب كردفان ,السودان  60 ألف نازح يفرون من من جنوب كردفان 
1,اتهمت واشنطن حكومة دمشق ب التسبب في أزمة إنسانية و طالبت ها ب وقف العمليات العسكرية و السماح فورا ب دخول الصليب الاحمر ,واشنطن تتهم دمشق ب التسبب ب أزمة انسانية 
0,مصدر في وزارة الداخلية العراقية يعلن عن مقتل 18 شخصا على الاقل و اصابة اكثر من سبعين جريحا في هجمات متفرقة في البلاد ,مقتل 18 شخصا و جرح اكثر من سبعين في هجمات متفرقة ب بغداد 
1,وزير الخارجية الالماني يعلن في بنغازي اعتراف بلاد ه ب المجلس الانتقالي المعارض ممثلا شرعيا ل لشعب الليبي ,ليبيا  المانيا تعترف ب المجلس الانتقالي المعارض 
1,المجلس العسكري الحاكم في مصر أعلن أن ه يحترم حق التظاهر السلمي المكفول ل كل المصريين  و لكن ه اتخذ قرار ب عدم تواجد القوات المسلحة ب صورة نهائية في أماكن التظاهرات المتوقعة غدا تحت شعار يوم الغضب الثاني ,المجلس العسكري الحاكم في مصر يتعهد ب عدم التصدي ل مظاهرات يوم الغضب الثاني 
1,اوقفت مخابرات الجيش اللبناني رجل الدين محمد علي الحسيني ل لاشتباه ب تعامل ه مع اسرائيل ,المخابرات العسكرية اللبنانية توقف رجل دين ب تهمة التعامل مع اسرائيل 
0,عودة نجم مانشستر يونايتيد السابق ديفيد بيكهام الى صفوف نادي ه القديم  و ذلك ل لمشاركة في المباراة الودية التي اجريت الثلاثا ل تكريم لاعب مانشستر المعتزل غاري نيفيل ,بيكهام يعود الى مانشستر  و لكن ل مباراة واحدة فقط 
1,فرق الاطفا تكافح ل احتوا حريق ضخم في غابات ولاية اريزونا الامريكية بات يهدد التجمعات السكانية في المناطق الجبلية في شرقي الولاية و امتد على مساحة 583 كلم مربعا ,حرائق الغابات تهدد عددا من المدن الامريكية في اريزونا 
0,ب النسبة ل انصار نادي برشلونه  الذي سيخوض المباراة النهائية ل دوري ابطال اوروبا يوم السبت المقبل امام مانشستر يونايتيد الانجليزي  لا يقتصر الدعم الذي يقدمون ه ل فريق هم على الكرة فقط بل يمتد ل يشمل صراع هم القومي من اجل هويت هم المميزة ,نادي برشلونه  اسباني الجنسية كاتالوني الروح 
1,تطور شركة ف ورد ل صناعة السيارات كرسيا ل لقيادة خاصا ب السائقين المسنين من خاصيات ه مراقبة عمل القلب ,ف ورد تطور مقعدا ل مراقبة قلوب السائقين المسنين 
0,رئيس الوزرا البريطاني ديفيد كاميرون و الرئيس الأمريكي باراك أوباما يؤكدان خلال مؤتمر صحفي مشترك دعم الربيع العربي في شمال افريقيا و ضرورة رحيل الزعيم الليبي معمر القذافي ,أوباما و كاميرون  لا مستقبل ل ليبيا مع القذافي و علي ه الرحيل 
1,وكالة انبا فارس الايرانية تؤكد ان غواصات تابعة ل لبحرية الايرانية تقوم ب مهمات جمع معلومات و التعرف على القطع البحرية العائدة ل لدول الاخرى في البحر الاحمر ,ايران ترسل غواصات ها الى البحر الاحمر 
1,سيدة سعودية قررت المغامرة و خرجت ب سيارت ها إلى الشارع في أحد شوارع جدة ب المملكة العربية السعودية في تحد صارخ ل لقواعد التي تحظر على النسا قيادة السيارات في المملكة ,إمرأة سعودية تسعى ل وضع بنات جنس ها في مقعد القيادة 
0,البابا بنديكت السادس عشر بابا الفاتيكان أغلق كنيسة شهيرة في روما بعد أن تبين أن راقصة تعر سابقة تحولت إلى راهبة و لكنه ا ما زالت تؤدي رقصات ها الخليعة داخل الدير ل تسلية كبار الزوار ,البابا يغلق دير الرقص المقدس في روما 
0,سجل بعض ابرز نجوم هوليوود مقتطفات من الثنا و المدح ل لمجهود الذي قدمت ه الممثلة و مقدمة البرامج الامريكية الشهيرة اوبرا  التي تسدل الستار على برنامج ها الحواري الذائع الاسبوع المقبل ,أوبرا و ينفري ت سدل الستار على برنامج ها بعد 25 عاما 
1,قتل ما لا يقل عن 98 شخصا بعد أن ضرب إعصار مدينة جوبلين ب ولاية ميسور ي الأمريكية ,قتلى جرا إعصار ميسور ي 
1,طالب مدعي عام المحكمة الجنائية الدولية ب اصدار مذكرات اعتقال ب حق معمر القذافي و ابن ه سيف الاسلام و رئيس الاستخبارات عبد الله السنوسي و ذلك ل اتهام هم ب ارتكاب جرائم ضد الانسانية في ليبيا ,طلب اصدار مذكرة اعتقال ب حق عدد من رموز النظام في ليبيا 
1,عاشت العاصمة اليونانية أثينا اليوم على وقع مظاهرات حاشدة أمام البرلمان احتجاجا على برنامج التقشف الحكومي الأخير ,تظاهرات حاشدة في اثينا احتجاجا على برنامج التقشف 
1,أعلن ناشطون بحرينيون خروج مظاهرات في بعض القرى خارج العاصمة المنامة ندا ل لدعوات التي و جهو ها عبر الانترنت ل لتظاهر ب التزامن مع بد رفع حالة الطوارئ في وقت حذرت في ه وزارة العدل و الشؤون الإسلامية من تلك الدعوات ,البحرين  ناشطون يؤكدون خروج مظاهرات في بعض القرى بعد رفع حالة الطوارئ 
1,رئيس جنوب افريقيا جاكوب زوما يعلن عن اكبر تكتل ل لتجارة الحرة في افريقيا ب هدف دعم اقتصادات دول القارة ,زوما يعلن عن اكبر منطقة تجارة حرة في افريقيا 
0,منظمة حقوقية تحث الحكومة الكويتية على مشكلة اكثر من 100000 من البدون المحرومين من حقوق المواطنة ,منظمة هيومان رايتس ووتش تدعو الكويت ل حل مشكلة البدون 
0,من الجرائم التي يحمل الجنرال الصربي راتكو ملاديتش مسؤوليت ها تلك التي ارتكبت اثنا حصار العاصمة البوسنية سيراييفو بين عامي 1992 و 1995 ,جروح سيراييفو لم تندمل رغم القبض على راتكو ملاديتش 
1,الحكومة السورية تدعو سكان بلدة جسر الشغور إلى العودة إلى البلدة  و تعلن أن ها تستعد ب ما وصفت ه ب عملية عسكرية محدودة في بلدة معرة النعمان ,سورية  الحكومة تدعو سكان جسر الشغور إلى العودة 
1,أصدر قاض صربي حكما ب أن من الممكن ترحيل راتكو ملاديتش القائد العسكري السابق ل صرب البوسنة إلى لاهاي ل محاكمت ه أمام محكمة جرائم الحرب الخاصة ب يوغسلافيا السابقة ,القضا الصربي يحكم ب امكانية ترحيل ملاديتش إلى لاهاي 
1,في ملتقى انترنت و ورلد يرى المشاركون ان مواقع التواصل التي استخدمت ك أدوات ل لتحشيد و تسويق الأفكار  يمكن استخدام ها ايضا في تقدم البلدان و تنميت ها ,إنترنت و ورلد  مواقع التواصل أداة ل لتعبئة و ل لتنمية أيضا 
1,وزارة الدفاع الأمريكية البنتاغون تعد استراتيجية جديدة تضع الهجمات الالكترونية في مصاف الأعمال الحربية حسب ما ذكرت صحف أمريكية ,البنتاغون يعتبر الهجمات الالكترونية أعمالا حربية 
1,الشرطة الاندونيسية تعتقل 16 شخصا يشتبه في تورط هم في مؤامرات ل قتل رجال الشرطة في البلاد عن طريق سم السيانيد ,اندونيسيا  اعتقال 16 ل لاشتباه في تآمر هم ل قتل رجال الشرطة بسم السيانيد 
1,تقود بريطانيا و فرنسا جهودا تسعى من أجل استصدار قرار من مجلس الأمن الدولي ل أدانة سورية بينما تعارض روسيا ذلك و تلوح ب استخدام حق النقض الفيتو ,سعي بريطاني فرنسي ل قرار اممي ضد سورية و معارضة روسية 
0,معدل التضخم في الصين يواصل الارتفاع و توقعات ب رفع اسعار الفائدة مجددا خشية ان يؤدي مستوى التضخم الى عدم استقرار ثاني اكبر اقتصاد في العالم ,ارتفاع معدل التضخم في الصين الى اعلى مستوى في نحو ثلاثة اعوام 
1,نص المقابلة التي أجرا ها مراسل نا في إسلام آباد عبدالله أبو هلال ه  مع المدير السابق ل جهاز المخابرات الباكستاني الجنرال حميد غل ,مقابلة مع الجنرال حميد غل الرئيس السابق ل جهاز الإستخبارات الباكستاني 
0,وزير الخارجية البريطاني يقول إن على مجلس الامن المضي قدما في اصدار قرار يدين العنف الذي تمارس ه السلطات السورية ب حق مواطني ها ,وليم هيغ يحث اعضا مجلس الامن على دعم مشروع قرار يدين سورية 
0,نجم ريال مدريد البرتغالي يقول إن ه مستعد ل لبقا في ريال ل عشر سنوات اخرى  و يستبعد الانتقال الى مانشستر سيتي الذي عرض 238 مليون دولار ل شرائ ه ,كريستيانو رونالدو  لا اسعى ورا المال  و مستعد ل لبقا في ريال 10 سنوات 
0,مسؤولون فلسطينيون يرفضون ما جا في الخطاب الذي القا ه رئيس الحكومة الاسرائيلية امام الكونغرس الامريكي  قائلين إن طرح نتنياهو لن يؤدي ل لسلام ,الفلسطينيون يرفضون طرح بنيامين نتنياهو حول السلام 
0,نشرت في معرض الكتاب السنوي في كوبا ل أول مرة مذكرات الزعيم اليساري آرنيستو تشي جيفارا عن حرب العصابات التي خاض ها إلى جانب الرئيس الكوبي السابق في دال كاسترو ,مذكرات جيفارا ب كتاب يوميات محارب 
0,نوكيا تعلن موافقة آبل على دفع رسوم ل ها مقابل استخدام تكنولوجيت ها ل تنتهي النزاعات القضائية بين الشركتين ,نوكيا وآبل تسويان خلافات هما ب شأن براات الاختراع 
0,تأهلت الايطالية فرانشيسكا سكيافوني و الصينية نا ل ي إلى المباراة النهائية من بطولة رولان غاروس الفرنسية ثاني البطولات الاربع الكبرى ل لتنس ,رولان غاروس  سكيافوني تدافع عن لقب ها أمام أول صينية تصل الى المباراة النهائية 
0,قالت وكالة انبا سبأ الرسمية اليمنية إن الرئيس اليمني خرج من غرفة العناية المركزة بعد نجاح عملية جراحية في مستشفى ب الرياض و السلطات اليمنية تعلن مقتل 12 من القاعدة ,صالح غادر العناية المركزة و مقتل 12 من القاعدة في محافظة أبين 
0,لاعب التنس الأسباني رفائيل نادال يفوز ب لقب بطولة رولان جاروس ل لتنس بعد فوز ه على غريم ه السويسري روجيه في درر و يعادل عدد مرات الفوز ب اللقب المسجل ب اسم بيورن بورج الفائز ب البطولة ست مرات ,نادال يفوز ب بطولة رولان جاروس بعد فوز ه على بيورن بورج 
0,بينما يصعد حلف شمال الاطلسي حملت ه الجوية في ليبيا  يعقد وزرا دفاع الدول الاعضا في الحلف اجتماعا في العاصمة البلجيكية بروكسل يوم الاربعا ل استعراض النتائج التي حققت ها الحملة بعد شهرين من انطلاق ها ,ليبيا  الاطلسي يستعرض نتائج حملت ه الجوية  و القذافي يدعو ل لقتال حتى الموت 
1,الولايات المتحدة أدانت خطط إيران ل زيادة كمية اليورانيوم المخطب ب نسبة 20 في المئة الى ثلاثة اضعاف ,الولايات المتحدة تدين خطة إيران زيادة كمية اليورانيوم المخصب 
0,علي عبدالله صالح الذي أصيب خلال هجوم على القصر الجمهوري وجه كلمة مسموعة من خلال التلفزيون اتهم في ها عصابات خارجة على القانون ب تنفيذ الهجوم ,الرئيس اليمني وجه كلمة قصيرة مسموعة من خلال التلفزيون 
0,بعد سبعة أسابيع قضا ها الرئيس المصري المخلوع حسني مبارك في مستشفى فاخر في شرم الشيخ ل لعلاج مم ا يقال إن ه اضطرابات في القلب ظهرت في مصر بوادر تأييد غير متوقع تطالب ب العفو عن الرئيس السابق ,مصير مبارك يثير الانقسام داخل المجتمع المصري 
1,محكمة جنايات شمال القاهرة قضت اليوم الخميس ب السجن المشدد 5 سنوات على وزير الإسكان السابق أحمد المغربي و عزل ه من وظيفت ه و تغريمه 72 مليون جنيه مصري إثر إدانت ه ب إهدار المال العام و التربح من وظيفت ه ,الحكم ب السجن المشدد 5 سنوات على وزير الإسكان المصري السابق أحمد المغربي 
1,الصين تجري محادثات مع المعارضة الليبية  بينما قالت فرنسا إن ها تعمل مع مقربين من القذافي في محاولة ل اقناع ه ب التنحي ,ليبيا  محادثات صينية مع المعارضة و اتصالات فرنسية ب مقربين من القذافي 
1,اردوغان يعقد اجتماع أزمة مطول مع موفد الرئيس السوري بشار الاسد  بحثا في ه الازمة التي تمر ب ها سورية و تدفق اللاجئين السوريين الى الاراضي التركية ,اجتماع ازمة بين اردوغان و مبعوث الاسد 
0,زوما يقول إن حلف شمال الاطلسي يسي استخدام تفويض الامم المتحدة الذي يهدف ل حماية المدنيين من قوات الزعيم معمر القذافي من أجل تغيير النظام و ارتكاب اغتيالات سياسية ,رئيس جنوب افريقيا  الاطلسي يسي استخدام التفويض الأممي حول ليبيا 
0,اللوا علي محسن الاحمر المؤيد ل لانتفاضة في اليمن يتهم قائد الحرس الرئاسي الخاص و وكيل جهاز الامن القومي  ابني شقيق الرئيس ب الإشراف على الجماعات الارهابية التي يخوف ب ها صالح الغرب ب حسب وصف ه ,اللوا الأحمر  اليمن سيكون أكثر أمنا ب دون صالح 
1,الأمم المتحدة تقول إن معسكرا ل لاجئين الفارين من القتال في ليبيا داخل تونس دمر ب الكامل إثر وقوع اشتباكات بين جماعات من جنسيات افريقية مختلفة و بعض السكان المحليين ,الأمم المتحدة  تدمير معسكر ل لاجئين في تونس في مصدامات مع الأهالي 
1,دخل النيوزيلندي جيد ميلدون موسوعة جينيسس ل لأرقام القياسية العالمية بعد أن أدى قفزة بهلوانية ب دراجة هوائية من طراز BMX دار في ها في الهوا ثلاث مرات و هبط ب شكل مثالي ,قفزة بهلوانية ثلاثية ب استخدام دراجة BMX 
0,التوقعات تشير إلى أن رئيس الوزرا رجب طيب أردوغان سيفوز ب فترة ولاية ثالثة في الانتخابات العامة المقررة يوم الأحد ,الاقتصاد ورقة ارودغان الرابحة في الانتخابات التركية 
1,روسيا تكسب تأييد الصين و الدول الأعضا في منظمة شنغهاي ل لتعاون إلى جانب ها في انتقاد خطة الولايات المتحدة الأمريكية في إنشا الدرع الصاروخي ,روسيا و الصين تحذران من الدرع الصاروخي الأمريكي 
0,أدى تفاقم الأزمة اليونانية إلى اضطراب في أسواق المال العالمية خاصة البورصات الأوروبية التي شهدت تراجعا كبيرا ,ازمة اليونان تؤدي إلى تراجع في البورصات العالمية في بداية التعاملات يوم الخميس 
1,المدونون في مصر ينظمون احتجاجا على الانترنت ضد المجلس العسكري الحاكم في البلاد ب شأن اتهامات ل ه ب إخضاع متظاهرات ل اختبار العذرية أثنا احتجاز هن و العفو الدولية تدعو السلطات المصرية إلى احالة المسؤولين عن القضية إلى القضا ,العفو الدولية تطالب ب التحقيق في اخضاع متظاهرات مصريات ل اختبارات العذرية 
0,وزارة الصناعة و تكنولوجيا المعلومات الصينية تعلن ان ها ستعيد هيكلة قطاع المعادن في منغوليا الصينية و ان شركة واحدة ستتولى ذلك ,الصين تشكل احتكارا ل منتجات ها من المعادن النادرة 
